Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
0.003846153896781453,0.19189062080091757,0.0038461539006723632,0.003846153879597636,0.003846153897532952,0.003846153938371537,0.0038461538634152396,0.0038461539161307244,0.0038461538565646323,0.0038461538774801547,0.5633738115272406,0.0038461538914931477,0.003846153852427131,0.003846153927376778,0.17935095155412753,0.003846153879095524,0.003846153886953539,0.0038461538466474455,0.003846153860936438,0.0038461539462376054
0.0031250000273286152,0.0031250000346859045,0.003125000021334562,0.003125000096723735,0.47879454310005976,0.0031250000679775656,0.0031250000179729176,0.003125000056594448,0.2750698433149719,0.19301061273805903,0.003125000080974973,0.00312500006908186,0.0031250000549737605,0.0031250000423102466,0.0031250000267607192,0.0031250000483633565,0.003125000032560402,0.003125000043642801,0.0031250000675398138,0.0031250000580834505
0.0005747126622520555,0.000574712655135591,0.0005747126672113488,0.7385523627866892,0.0005747126595372539,0.15237482442649414,0.0005747126571229796,0.0005747126592517308,0.0005747126603595292,0.0005747126630985299,0.0005747126578627602,0.000574712658849097,0.0005747126624937002,0.0005747126538411985,0.0005747126624586996,0.09930269756890175,0.0005747126602343755,0.0005747126574303284,0.0005747126607400197,0.0005747126600359411
0.1309450180344393,0.0007692307907967141,0.0007692307809225304,0.8552088278530389,0.0007692307867847881,0.000769230782354082,0.000769230776834398,0.000769230790289724,0.0007692307827622347,0.0007692307858439046,0.0007692307842548758,0.0007692307786809466,0.0007692307777188155,0.0007692307846783387,0.0007692307752905917,0.0007692307879314733,0.0007692307939432233,0.0007692307910678772,0.0007692307801451908,0.0007692307822219402
0.0004032258139645528,0.0004032258136769821,0.00040322581119997167,0.0004032258157503753,0.00040322581341813954,0.3134228420521134,0.0004032258132998832,0.00040322581328570495,0.00040322581533149275,0.00040322581785869847,0.0004032258134665021,0.00040322581296328274,0.00040322581378407637,0.0004032258212165303,0.00040322581173923356,0.0004032258152646871,0.6793190932896632,0.00040322581393318035,0.00040322581255232935,0.0004032258155176288
0.0008928571732928311,0.0008928571688029661,0.0008928571718994123,0.42709970681332804,0.0008928571615157291,0.0008928571622205818,0.0008928571569518291,0.0008928571691151867,0.0008928571639035371,0.0008928571660355725,0.000892857160603616,0.0008928571644784555,0.5568288642420338,0.0008928571561928705,0.0008928571545257742,0.0008928571769935324,0.0008928571555831314,0.0008928571627185957,0.0008928571613345472,0.0008928571584699516
0.0011363636532077755,0.0011363636565836883,0.0011363636519857783,0.0011363636671040131,0.001136363653582195,0.0011363636692128805,0.0011363636671580708,0.001136363664347076,0.0011363636599776648,0.22587959543609257,0.001136363664819503,0.0011363636621052752,0.001136363668187241,0.13943296884959508,0.0011363636534310806,0.0011363636600671525,0.0011363636527135623,0.001136363672271308,0.6153692534761844,0.0011363636613735647
0.001136363650833792,0.0011363636568006033,0.001136363662245691,0.001136363647064109,0.001136363677863051,0.0011363636536453215,0.16775436367616073,0.001136363658326561,0.0011363636602546516,0.001136363663960018,0.0011363636562964684,0.3235840300224359,0.0011363636503176888,0.1670473359409753,0.0011363636590714752,0.0011363636480504233,0.0011363636520826269,0.0011363636700979162,0.001136363659368848,0.32343245183414876
0.11934748114865261,0.0007575757742239451,0.0007575757766178814,0.0007575757735480814,0.000757575777370784,0.11735266801383641,0.07699778989278495,0.0007575757762416687,0.0823206791807261,0.2148878982844101,0.000757575773409931,0.0007575757751195517,0.24818917811244154,0.0007575757742554391,0.13105582027996288,0.000757575774420502,0.0007575757796768687,0.0007575757752515271,0.0007575757753259763,0.0007575757817233461
0.0005813953734197203,0.0005813953570230744,0.000581395361262719,0.3589743458316055,0.0005813953710024283,0.37030410811159903,0.0005813953650428026,0.0005813953632273365,0.0005813953577152726,0.0005813953639201506,0.0005813953654591114,0.0005813953709314846,0.0005813953608832466,0.0005813953793661998,0.0005813953637554402,0.22346700301499497,0.037952217191310984,0.0005813953614119218,0.0005813953706046978,0.0005813953654640306
0.0017857143200949402,0.0017857143198165533,0.0017857143221704204,0.0017857143312390619,0.001785714320242146,0.0017857143286303771,0.0017857143465254254,0.3598671567537271,0.0017857143121870742,0.0017857143177885774,0.0017857143133449005,0.00178571433402174,0.0017857143135047524,0.0017857143118801082,0.0017857143196941228,0.0017857143195674705,0.0017857143153016757,0.0017857143386828484,0.6079899854455494,0.001785714316031305
0.0007352941296582066,0.0007352941335459336,0.0007352941323435673,0.6515539943675464,0.0007352941289614879,0.0007352941337547236,0.0007352941299660074,0.0007352941331897571,0.0007352941251570172,0.0007352941323969786,0.0007352941361695812,0.0007352941276086619,0.0007352941319170169,0.0007352941263217285,0.05812931742930988,0.0007352941329038524,0.2778166879825757,0.0007352941235083092,0.0007352941258964888,0.0007352941372687766
0.0022727273132114715,0.0022727273394746172,0.002272727311270588,0.0022727273374883164,0.0022727273470480322,0.002272727324725641,0.3511110726302508,0.002272727327582058,0.0022727273574474835,0.0022727273313553733,0.6079798354785307,0.002272727320460303,0.002272727290507634,0.0022727273239435564,0.002272727326197953,0.002272727310253567,0.0022727273247049725,0.00227272733100326,0.0022727273403778266,0.0022727273341658356
0.00046296297039032596,0.11306536796910358,0.0004629629732779602,0.00046296297262007365,0.00046296297277486395,0.06450064171385211,0.0004629629723788906,0.4770201022498232,0.09109182225745308,0.0004629629740684182,0.00046296297424841467,0.0004629629747904834,0.0004629629748323071,0.0004629629735976607,0.0004629629727114654,0.00046296297221628597,0.000462962972550881,0.00046296297704729954,0.0004629629757644044,0.24737762120649845
0.3624525089338971,0.0010638298007160125,0.0010638298154889117,0.2100793879511044,0.0010638298076519517,0.0010638298075359872,0.0010638297976126691,0.001063829812199077,0.001063829818442596,0.0010638298159268693,0.13706896409595426,0.0010638298046879296,0.1635383684195967,0.0010638298017680247,0.0010638298470560226,0.11090332344876747,0.0010638298074108284,0.0010638298013200436,0.0010638298059733686,0.001063829806889786
0.0008333333472372972,0.14338599713909805,0.0008333333411913544,0.3485235000132884,0.0008333333519269277,0.0008333333575068859,0.0008333333443302544,0.0008333333416282773,0.0008333333468691753,0.0008333333444288525,0.0008333333579188324,0.0008333333438833272,0.0008333333417622889,0.0008333333503332713,0.0008333333430295588,0.0008333333537744624,0.4939238359486953,0.0008333333451327968,0.0008333333427594947,0.0008333333452050767
0.9321428562099708,0.0035714286371345935,0.003571428611184528,0.00357142860337415,0.003571428637926291,0.003571428606939453,0.0035714286011191776,0.0035714286267092637,0.003571428612916472,0.0035714286610470476,0.0035714286258776277,0.0035714286083614313,0.003571428689683609,0.003571428598567047,0.003571428616698742,0.0035714286232998637,0.0035714286003808416,0.003571428598664105,0.003571428605889282,0.0035714286242557606
0.5182571154190146,0.0005050505165366202,0.000505050516184924,0.15977071658585096,0.0005050505130946071,0.10822211330297071,0.0005050505205606089,0.0005050505148431645,0.0005050505173332833,0.000505050513286989,0.0005050505152149194,0.0005050505143962558,0.05313128776249684,0.000505050512407856,0.0005050505130318523,0.15304300920048308,0.000505050516726963,0.0005050505164786615,0.0005050505136541261,0.0005050505154329955
0.0014285714459602423,0.0014285714576905064,0.0014285714503083754,0.36107999122572115,0.0014285714420726348,0.0014285714694284093,0.0014285714391682849,0.0959334661463098,0.0014285714573954895,0.0014285714494957726,0.0014285714665942385,0.0014285714485118644,0.001428571458966236,0.0014285714726919722,0.0014285714497940599,0.0014285714497753801,0.5187008279053981,0.0014285714520641387,0.0014285714496542867,0.0014285714629992934
0.0017857143152353284,0.0017857143086664523,0.0017857143074164702,0.302365665263858,0.0017857143014744295,0.0017857143289798868,0.0017857142991235396,0.0017857143211393305,0.0017857143052786577,0.0017857143066819653,0.0017857143202262657,0.001785714309720253,0.0017857142929913075,0.0017857143234268158,0.1240410152739498,0.0017857143218240196,0.5432361761804382,0.0017857142955658514,0.0017857143062756863,0.0017857143177278832
0.2846140060630185,0.0009433962525018946,0.05991984687642221,0.0009433962442689742,0.0009433962584338354,0.0009433962503659029,0.0009433962500342549,0.0009433962461001139,0.5059383485950586,0.0009433962414357288,0.0009433962512730598,0.0009433962578780146,0.13443345846864682,0.00094339625022298,0.0009433962470429259,0.0009433962503656608,0.0009433962383020227,0.0009433962584985265,0.0009433962487400463,0.0009433962513896325
0.004166666735593738,0.004166666832010573,0.0041666667516263136,0.004166666712874868,0.004166666797483573,0.0041666666997020345,0.004166666727795893,0.004166666755321367,0.0041666667939640935,0.004166666716885441,0.004166666738957551,0.0041666668056216105,0.004166666785657627,0.00416666678524852,0.004166666754483758,0.004166666742005174,0.00416666669683907,0.4404291553311713,0.004166666748488271,0.4845708430882692
0.0020000000145391408,0.002000000010990699,0.0020000000154238202,0.611195908619128,0.0020000000191869754,0.002000000043679036,0.002000000037188212,0.0020000000397807135,0.0020000000519493945,0.0020000000416185155,0.35280409087111003,0.0020000000081158466,0.002000000040212413,0.0020000000229984647,0.002000000012700009,0.0020000000171521474,0.0020000000355361904,0.002000000023862401,0.002000000041921828,0.002000000032906095
0.0004950495099333781,0.0004950495139554474,0.0004950495126972311,0.26409196440237714,0.0004950495105626873,0.0004950495194282835,0.0004950495115156444,0.0004950495145409621,0.0004950495126563157,0.0004950495166654597,0.1388999482558736,0.0004950495116803884,0.0004950495158712267,0.0004950495117042896,0.0004950495099771405,0.0004950495140740968,0.5885922456176188,0.0004950495110484386,0.0004950495150126985,0.0004950495128066575
0.028294059495078065,0.0004000000105129164,0.00040000000616671955,0.00040000000991179775,0.0004000000078487745,0.00040000000805739104,0.0004000000083899823,0.0004000000089484756,0.08712342445822696,0.00040000000886253497,0.0004000000097924622,0.0004000000079194887,0.00040000000772082807,0.00040000001131565064,0.0004000000081221671,0.28705837730539047,0.0004000000105588912,0.00040000000744140005,0.0004000000058831528,0.5911241386038519
0.0013888889016206213,0.0013888889228794497,0.04345625535792392,0.5304421783834286,0.0013888889040502895,0.3053193008657718,0.0013888889144386303,0.0013888889193064023,0.0013888889014439937,0.0013888889153169902,0.0013888889136638993,0.0013888889038586553,0.001388888902439046,0.0013888889008047394,0.0013888888936934205,0.09856004283088231,0.0013888889176619762,0.0013888889059939231,0.001388888934341658,0.0013888889104797673
0.0016666666941148186,0.0016666666924957953,0.0016666666809243013,0.9683333328790249,0.0016666666809363438,0.0016666667138024954,0.0016666666746453164,0.0016666666914543994,0.00166666668497713,0.0016666666986046522,0.0016666666976411235,0.0016666666817274055,0.001666666693417452,0.001666666694889713,0.0016666666831873695,0.0016666666864234676,0.001666666718297316,0.0016666666906779818,0.0016666666848297004,0.0016666666779282218
0.00089285715524153,0.0008928571831789357,0.000892857156070704,0.17076737038521755,0.0008928571584057574,0.4120748090215697,0.0008928571612660326,0.000892857163278913,0.0008928571495432396,0.0008928571554671347,0.000892857162082992,0.0008928571569888931,0.0008928571542217348,0.0008928571546657313,0.0008928571495767785,0.0008928571547469392,0.40197924890000664,0.0008928571508268918,0.0008928571547452609,0.0008928571728985155
0.0004587156018044584,0.12491601584082951,0.000458715604397113,0.18226106628596633,0.00045871560226894983,0.00045871561003778857,0.00045871560119450314,0.0004587156036008268,0.0004587156022936229,0.00045871560299295407,0.00045871560570743283,0.0004587156056122227,0.00045871560435127595,0.0004587156012525168,0.019138455717415376,0.00045871560461695405,0.6663450124955195,0.0004587156019784869,0.0004587156042051209,0.0004587156039552087
0.002272727300354033,0.0022727273011154147,0.0022727273188336322,0.0022727273209275094,0.002272727336458946,0.0022727273110351616,0.002272727350335327,0.0022727273144188087,0.00227272734631314,0.00227272733901154,0.0022727273269384546,0.0022727273127839767,0.0022727273468410095,0.0022727273313881443,0.6320547091810372,0.002272727302390981,0.0022727273103400553,0.0022727273388182217,0.3270361989886846,0.0022727273219738347
0.0025000000487938588,0.0025000000443741815,0.07113463181483502,0.0025000000297853557,0.0025000000295861717,0.002500000020079377,0.23470857819921936,0.25271163468688723,0.0025000000613851488,0.002500000091518603,0.002500000080028722,0.0025000000320163167,0.0025000000392153485,0.0025000000290239283,0.0025000000400582094,0.00250000002986057,0.002500000102842109,0.002500000048850811,0.002500000035478243,0.4014451545361615
0.23012446982549611,0.0007246376949344429,0.0007246376965345882,0.000724637695941431,0.000724637693351426,0.0007246376948258412,0.23961830301138884,0.0007246377011532881,0.000724637698174163,0.0007246376958758585,0.0007246376912977954,0.0007246377023583238,0.0007246377048904804,0.0007246376898660824,0.25435920469820955,0.0007246376952724313,0.0007246376909302661,0.21235429297661482,0.0007246377003833606,0.05267416404250089
0.5585181694291601,0.0022727273202096374,0.0022727273068237352,0.1705844208213227,0.0022727273184027655,0.0022727273083631727,0.002272727287147405,0.002272727314484402,0.0022727273016369177,0.002272727312352691,0.0022727273356061527,0.0022727272976903372,0.002272727338386027,0.0022727273110617675,0.002272727289579809,0.002272727311541839,0.23226104546380666,0.002272727291019145,0.002272727295229101,0.002272727346175536
0.003571428644885906,0.003571428608336805,0.0035714286305094482,0.673021976734395,0.2626923079092581,0.003571428625771161,0.0035714286201595394,0.003571428634484612,0.0035714285994433324,0.0035714286512684677,0.003571428633920965,0.0035714286369676706,0.0035714286233670426,0.0035714286291596256,0.0035714286082241457,0.0035714286298643453,0.0035714286629248146,0.003571428629032408,0.003571428633139238,0.003571428654887539
0.2152567292435524,0.08425079619216241,0.0011627907153377926,0.1275620930698635,0.0011627907208864884,0.0011627907126654815,0.001162790718013018,0.0011627907184667923,0.19176339449803753,0.001162790723848885,0.0011627907093450672,0.0011627907307260369,0.0011627907169286052,0.0011627907281057813,0.25833196528137103,0.0011627907209904452,0.0011627907110780778,0.0011627907314900523,0.10655595164479864,0.0011627907123318646
0.000943396236869525,0.0009433962515163159,0.0009433962401953758,0.501873036618288,0.0009433962460092915,0.0009433962481926003,0.0009433962458993778,0.0009433962449953542,0.0009433962407234997,0.0009433962445470482,0.14064164605467008,0.0009433962420918336,0.0009433962486279645,0.08456333713062648,0.0009433962405063286,0.04986403785694134,0.0009433962446570658,0.0009433962494743229,0.0009433962492883428,0.2089069986658798
0.07425664889622592,0.10282652615771679,0.0005813953626552585,0.0005813953647416986,0.0005813953586182569,0.0005813953627560557,0.0005813953572953977,0.0005813953631202975,0.09946806874608263,0.0005813953598852174,0.6114863657722146,0.0005813953618663274,0.09058187544253533,0.0005813953573542284,0.013240979925302251,0.0005813953648614254,0.0005813953613269622,0.0005813953610790386,0.0005813953633450749,0.0005813953610171097
0.001470588273540762,0.001470588264346753,0.14454738174484333,0.3438642920993579,0.001470588282281089,0.001470588265596979,0.0014705882631182187,0.0014705882590087497,0.0014705882709974874,0.0014705882583080992,0.1435465084803268,0.0014705882653506261,0.0014705882792984586,0.0014705882642953314,0.0014705882787249402,0.34451240536643396,0.0014705882693038116,0.0014705882655435163,0.0014705882786521522,0.00147058827067117
0.0013157894897290491,0.0013157894867686845,0.001315789494347854,0.0013157895119285262,0.001315789496453827,0.0013157895059362026,0.0013157894840953933,0.001315789502592186,0.001315789483489224,0.0013157895011856582,0.3609659028339273,0.0013157894856998503,0.0013157894883403492,0.0013157894881163814,0.0013157894819420307,0.0013157894906757797,0.6153498863124836,0.0013157894805432414,0.0013157894779363202,0.0013157895038083424
0.0010204081738736546,0.2715951214601296,0.001020408173754566,0.001020408191111506,0.0010204081725429554,0.35778209046307624,0.0010204081877558566,0.001020408188221108,0.2905834932700924,0.001020408190735627,0.06371276394398909,0.0010204081749575224,0.0010204081804669096,0.0010204081677512627,0.0010204081676882337,0.0010204081887984137,0.0010204081757478715,0.001020408175509478,0.0010204081777621865,0.0010204081760356706
0.00047169812127384887,0.0004716981244159572,0.00047169812308385246,0.09663074604374214,0.0004716981280164361,0.0004716981242608142,0.0004716981220756252,0.22893976923714335,0.00047169812156658524,0.00047169812410749094,0.00047169812488894825,0.0004716981233548497,0.00047169813042684727,0.00047169812381257667,0.00047169812008028897,0.0004716981216514664,0.6664106166181751,0.0004716981203319193,0.0004716981229173594,0.0004716981246745005
0.002000000037857943,0.0020000000571994037,0.0020000000376421507,0.0020000000382754493,0.3073995071040135,0.002000000042409657,0.002000000017382738,0.002000000037281253,0.002000000022645354,0.002000000051576121,0.2860392492594256,0.0020000000209452204,0.0020000000392912456,0.0020000000166374415,0.0020000001019884264,0.0020000000292283507,0.37256124300092375,0.0020000000159582252,0.0020000000198760045,0.0020000000494423353
0.002380952440494213,0.0023809524117665392,0.002380952415395772,0.002380952428358964,0.00238095242241077,0.002380952417329968,0.002380952406350501,0.0023809524404322002,0.0023809524008225435,0.0023809524323743104,0.22041202295117635,0.002380952409312176,0.0023809524249024275,0.0023809524059514686,0.002380952402900478,0.002380952433874223,0.7367308335338124,0.0023809523937094045,0.002380952405623155,0.0023809524230020166
0.9802083328605984,0.0010416666895918354,0.001041666689593064,0.0010416666951907972,0.0010416666860807561,0.0010416666796053326,0.00104166669356831,0.001041666699637754,0.0010416666929901695,0.0010416666879169562,0.0010416666918095724,0.0010416667059674443,0.001041666700323845,0.001041666688676757,0.0010416666756045527,0.0010416666850097723,0.0010416666925466488,0.0010416666976751448,0.0010416666938252005,0.001041666693787537
0.0003164557023891449,0.000316455701456246,0.00031645570090138196,0.6731398561314174,0.00031645570016320844,0.0003164557042896705,0.00031645571465846976,0.09304107770376227,0.00031645571037031313,0.0003164557042698317,0.22843931918721566,0.0003164557012078421,0.0003164557019753747,0.0003164557091758665,0.0003164557033264978,0.00031645570542998953,0.00031645570447065596,0.00031645570474985726,0.0003164557023021429,0.000316455706468126
0.22865404926030364,0.12755643380031298,0.0015625000270387524,0.0015625000286414962,0.001562500044217744,0.0015625000368928383,0.4819554919262995,0.0015625000488296394,0.0015625000509183586,0.0015625000337872606,0.0015625000136304597,0.0015625000297122553,0.0015625000273790325,0.0015625000301319753,0.0015625000290318723,0.0015625000427909636,0.13683402448703513,0.0015625000201213795,0.0015625000248853489,0.001562500038039192
0.0011627907135083426,0.3502343567338139,0.0011627907177383782,0.36946691792903086,0.0011627907545151246,0.001162790718091942,0.0011627907112552593,0.0011627907199593642,0.0011627907126103847,0.0011627907172829357,0.26053128305707507,0.0011627907141943004,0.0011627907195381592,0.0011627907158254952,0.001162790708057053,0.0011627907307452678,0.0011627907311109137,0.0011627907199867648,0.001162790756002384,0.0011627907196583647
0.0008620689823450393,0.0008620689849417881,0.0008620689760251325,0.11026220732318416,0.000862068975105857,0.8282914889057184,0.000862068972876178,0.0008620689845324757,0.0008620689743632426,0.0008620689775274147,0.0008620689875657984,0.0008620689747625513,0.0008620689722604363,0.0008620689756082364,0.0008620689709287722,0.046791131153057317,0.0008620689779637694,0.0008620689766608835,0.0008620689781560337,0.0008620689764165778
0.0013888889189076848,0.0013888889108146939,0.001388888913999495,0.00138888889613011,0.0013888889304477987,0.00138888891111708,0.0013888889174854392,0.0013888889059183323,0.0013888888999694703,0.001388888905715931,0.001388888946509881,0.001388888923854656,0.001388888906763757,0.0013888889446977664,0.0013888889028326713,0.0013888888996750782,0.0013888889071042084,0.6106867390480344,0.36431326044818674,0.001388888961834761
0.0011363636500429635,0.0011363636556428556,0.0011363636449649096,0.7852618768423953,0.0011363636502258728,0.1942835773775065,0.00113636364908164,0.0011363636489712785,0.0011363636623979562,0.0011363636534712524,0.0011363636673226104,0.0011363636437334045,0.0011363636687763475,0.0011363636663573554,0.001136363651209674,0.0011363636525270739,0.0011363636539285925,0.0011363636464408148,0.0011363636523373784,0.0011363636626662153
0.001562500027148376,0.0015625000345628015,0.001562500024488053,0.24299315528284757,0.0015625000195590621,0.0015625000286725538,0.0015625000278982448,0.001562500031534209,0.0015625000302260945,0.0015625000486990878,0.5209097788521538,0.0015625000298302282,0.0015625000441217157,0.0015625000131872053,0.001562500035145933,0.001562500025383576,0.00156250002628659,0.0015625000349108464,0.001562500034912006,0.20953456534843207
0.0019230770124036597,0.3293287980539563,0.001923077030754449,0.0019230770055110576,0.001923076955540688,0.0019230769911235,0.001923076966942473,0.0019230769774198995,0.0019230769609294928,0.43759138175215195,0.0019230769936815924,0.0019230769754583438,0.0019230769807912318,0.0019230769564847507,0.0019230769537848086,0.0019230770394446455,0.20038751149038717,0.0019230769600236737,0.0019230769689067716,0.0019230769743036145
0.0025000000260824926,0.00250000014471172,0.0025000000153796802,0.6131049083989969,0.002500000052782495,0.002500000058692725,0.0025000000106687095,0.002500000031025217,0.0025000000703916253,0.002500000069809159,0.0025000000857398233,0.0025000000151274705,0.0025000000663227533,0.002500000028445214,0.0025000000176165194,0.0025000000457664753,0.3418950907802604,0.002500000024376351,0.002500000023663612,0.0025000000341406366
0.0018518518935066685,0.5479311784785659,0.0018518518883181227,0.0018518518975041969,0.0018518518702520445,0.0018518518929524158,0.001851851873891696,0.0018518519051060633,0.0018518518936278669,0.0018518518912770717,0.0018518518943141215,0.0018518519098285656,0.4187354875274283,0.0018518518798658421,0.0018518518813742673,0.001851851879550782,0.001851851877435387,0.0018518518916330027,0.0018518518899058721,0.0018518518836617567
0.0011363636637110206,0.001136363655757306,0.0011363636583086576,0.1392255355040541,0.0011363636855580093,0.0011363636658849917,0.0011363636504881137,0.0011363636584997025,0.3001862928111025,0.5048731211630819,0.001136363668655107,0.0011363636553860393,0.0011363636563917839,0.0011363636821107791,0.037533231915496776,0.0011363636556602438,0.0011363636647082325,0.0011363636531470402,0.0011363636652937726,0.001136363666703861
0.0003424657581236322,0.0003424657622109043,0.00034246576204173746,0.5055016779745523,0.00034246576033466455,0.0003424657625039521,0.000342465757719653,0.0003424657601418848,0.00034246575808305837,0.0003424657601473914,0.28379748918523334,0.000342465760725599,0.00034246575969307296,0.00034246575843646356,0.0003424657561066861,0.00034246575995899045,0.20487891492294827,0.0003424657603719157,0.0003424657594818845,0.0003424657611847417
0.0016129032328330189,0.0016129032408567466,0.0016129032370843397,0.0016129032546910302,0.0016129032478312958,0.0016129032444385904,0.0016129032387262987,0.0016129032376514271,0.1983740141834714,0.0016129032394915283,0.0016129032350890912,0.001612903253994383,0.0016129032546242387,0.0016129032397120982,0.001612903249078099,0.0016129032394407658,0.0016129032791830883,0.7725937273685499,0.001612903269318104,0.0016129032539344377
0.7354253410486393,0.0012195122129494951,0.0012195122181355106,0.001219512212486245,0.0012195122262873344,0.001219512218775222,0.0012195122077507754,0.0012195122295926264,0.00121951221840926,0.0012195122278258455,0.0012195122335932481,0.0012195122214780547,0.0012195122156023193,0.0012195122208897432,0.24262343902233688,0.0012195122177969212,0.001219512201323579,0.0012195122170534285,0.001219512210617157,0.001219512218456964
0.0003472222290939119,0.281853564062177,0.00034722222960898303,0.0003472222297926544,0.0003472222316320987,0.0003472222303335207,0.0003472222268999555,0.0003472222306104763,0.00034722222782037764,0.0003472222287087018,0.29655152550364366,0.0003472222272834644,0.00034722222641235447,0.0003472222280364614,0.000347222226665957,0.12809294492542408,0.2879464098492839,0.0003472222277072306,0.0003472222270930048,0.00034722223177234096
0.001315789490337173,0.00131578949357161,0.0013157894915729875,0.7091946630851766,0.0013157894859335518,0.0013157895131556466,0.0013157894925589588,0.0013157895051425633,0.0013157895145886641,0.0013157895032353394,0.15835784709145023,0.0013157895105297556,0.0013157894997935845,0.11007906826393363,0.0013157894858853417,0.0013157895124142798,0.001315789521937515,0.0013157895137410676,0.0013157895254916122,0.0013157894995500731
0.0029411764761053173,0.002941176479483325,0.0029411764922139447,0.0029411764947339394,0.002941176511889974,0.002941176485282969,0.002941176543054892,0.002941176481886567,0.8501693740431981,0.0029411766332692545,0.0029411766849994103,0.0029411764747986633,0.0029411764914942483,0.0029411765640051787,0.002941176540523061,0.002941176510837266,0.002941176486873703,0.09688944853139159,0.002941176526372983,0.0029411765475855843
